TIME,UTIL
1555604802,0.4182456140350877
1555604862,0.42251099265518677
1555604922,0.41126558914146555
1555604982,0.40838522936584515
1555605042,0.40280701754385967
1555605102,0.4168421052631578
1555605162,0.40986914366124033
1555605222,0.42666966083972524
1555605282,0.4491259587786582
1555605342,0.439298245614035
1555605402,0.43927204342197135
1555605462,0.4407063934006323
1555605522,0.4519298245614035
1555605582,0.44494038219957743
1555605642,0.4393290757246123
1555605702,0.43510451280575735
1555605762,0.4294827259521254
1555605822,0.4196491228070175
1555605882,0.4069861273866579
1555605942,0.42947368421052634
1555606002,0.44067237622754973
1555606062,0.44911650362801925
1555606122,0.45106883702686806
1555606182,0.48076586141889005
1555606242,0.6658956296218415
1555606302,0.8900551036473369
1555606362,0.8616939162164059
1555606422,1.0734981886469854
1555606482,21.532815927113212
1555606542,42.30473211618549
1555606602,62.81229497556371
1555606662,83.54091090887404
1555606722,80.33265728636857
1555606782,79.94807017543859
1555606842,59.20717458579821
1555606902,38.46002612029378
1555606962,22.489125130340444
1555607022,15.597558326149876
1555607082,0.5159011096079571
1555607142,0.47679481695987214
1555607202,0.5595798242723008
1555607262,7.806347235818962
1555607322,21.83576910945221
1555607382,33.73297824935176
1555607442,47.43626628867354
1555607502,63.26338119532251
1555607562,67.07646776235278
1555607622,69.5310117063012
1555607682,67.99686133841496
1555607742,61.95953485434372
1555607802,46.67690990858258
1555607862,29.883323098517412
1555607922,17.320525145074487
1555607982,8.027280429652762
1555608042,1.550338654292018
1555608102,0.8637070305752288
1555608162,0.7971308891721887
1555608222,4.632389424751824
1555608282,25.22288613421938
1555608342,31.741219158709598
1555608402,31.86464823845945
1555608462,31.623420061261136
1555608522,22.043340144703247
1555608582,4.961403508771929
1555608642,15.003508771929825
1555608702,31.8492033137656
1555608762,44.04089451488636
1555608822,44.08295027895716
1555608882,38.73942473357873
1555608942,27.780955154543317
1555609002,7.6985967780986515
1555609062,0.5024473254855178
1555609122,0.4911746441615122
1555609182,0.49398828882877766
1555609242,13.751530696383524
1555609302,32.12395963452119
1555609362,50.41126270282409
1555609422,60.5018410030442
1555609482,69.79680202671645
1555609542,53.80472349219827
1555609602,35.45597125684632
1555609662,17.008974619859245
1555609722,4.633145022632372
1555609782,0.995080736275535
1555609842,0.6077171659046812
1555609902,6.900398909576988
1555609962,16.84573979072656
1555610022,25.51451049897765
1555610082,48.44852572222593
1555610142,68.27936806430222
1555610202,78.04915703233276
1555610262,66.87556361824491
1555610322,53.40332139185476
1555610382,33.4001185994042
1555610442,13.625215350121579
1555610502,0.5316023614336476
1555610562,0.5401906761130062
1555610622,11.049446061697628
1555610682,31.173135142315783
1555610742,43.72210526315789
1555610802,44.956707601702924
1555610862,45.98082842318177
1555610922,38.411980169104474
1555610982,18.625865281047496
1555611042,12.71106330321729
1555611102,30.786288978480474
1555611162,47.48952653628344
1555611222,54.996867222749216
1555611282,73.48835581684251
1555611342,82.61167903654949
1555611402,69.9887677013678
1555611462,54.98597225234554
1555611522,38.969224674946815
1555611582,18.905926523737676
1555611642,1.7835039945988524
1555611702,1.090543836992395
1555611762,0.5358048439276034
1555611822,0.5136842105263157
1555611882,0.5333445616398942
1555611942,0.5109345610735241
1555612002,2.374419623302672
1555612062,16.720814987602424
1555612122,30.760063791381153
1555612182,45.697202647875294
1555612242,58.30080174621165
1555612302,54.62006827860487
1555612362,38.290365205656606
1555612422,25.51466547181897
1555612482,12.678658787671884
1555612542,1.0234918762964758
1555612602,0.545512210593086
1555612662,0.490257875642588
1555612722,0.47064128397705984
1555612782,0.4785880949457027
1555612842,0.5066666666666666
1555612902,9.987722313817658
1555612962,26.613554773396274
1555613022,41.62967693489924
1555613082,56.86550167999888
1555613142,69.84603724860003
1555613202,68.81388728337274
1555613262,59.8991858397146
1555613322,45.517367176702514
1555613382,46.04945548445043
1555613442,52.34582452004869
1555613502,42.19491167508437
1555613562,42.88798239342837
1555613622,56.56651939813616
1555613682,52.93151107265102
1555613742,46.83037061469687
1555613802,64.5082931110136
1555613862,73.35081337020985
1555613922,76.17904665656054
1555613982,77.2390964366615
1555614042,78.92054057282171
1555614102,65.39333982774568
1555614162,49.65214516344604
1555614222,35.10546744647593
1555614282,19.36719248655056
1555614342,2.356516033502107
1555614402,0.44347142696755354
1555614462,0.4280566578599273
1555614522,20.13411043935029
1555614582,40.44351323227494
1555614642,48.300350877192976
1555614702,56.892026554758644
1555614762,71.31918955147414
1555614822,65.74096493352
1555614882,60.418538157439414
1555614942,64.74071994947724
1555615002,51.13740018804642
1555615062,37.18406742670674
1555615122,38.75903162076141
1555615182,38.607107338460025
1555615242,50.860994138285875
1555615302,66.2495394171214
1555615362,67.03202627220928
1555615422,67.28207582694873
1555615482,66.90407440803023
1555615542,68.64640157162653
1555615602,69.67471143756558
1555615662,71.99315126168354
1555615722,76.81243653933686
1555615782,76.31811611490801
1555615842,68.31441752767203
1555615902,50.450906737573696
1555615962,35.8056445472186
1555616022,27.154091093010575
1555616082,27.290366269135358
1555616142,41.28710786721875
1555616202,57.12140561629033
1555616262,69.00365249060563
1555616322,73.48391013112602
1555616382,71.44631666116932
1555616442,66.59929824561404
1555616502,65.97246586300294
1555616562,65.96588237770777
1555616622,62.205224469746156
1555616682,67.65412863674806
1555616742,69.30947368421052
1555616802,71.35759498112307
1555616862,66.03722611090645
1555616922,50.292972176414864
1555616982,33.61277305026756
1555617042,13.386627313585336
1555617102,5.172083998314503
1555617162,23.726006246271535
1555617222,32.469491870346594
1555617282,32.72008898651517
1555617342,32.791326011439
1555617402,24.596709118338424
1555617462,4.519726430223214
1555617522,13.001568525621007
1555617582,25.30970532822976
1555617642,35.81333333333333
1555617702,38.39511587516009
1555617762,37.11989894382259
1555617822,23.396901700029822
1555617882,11.457682780494993
1555617942,21.58035087719298
1555618002,41.105099541764034
1555618062,61.538785435329544
1555618122,81.49265882485051
1555618182,89.50782974214306
1555618242,86.42184967123036
1555618302,80.50413327532246
1555618362,71.78677445840967
1555618422,51.20830142835327
1555618482,37.467177041975305
1555618542,41.783735378071306
1555618602,41.55882435505152
1555618662,47.41207290172575
1555618722,65.96116463975186
1555618782,81.15850491950539
1555618842,82.57256599543925
1555618902,68.98318048178061
1555618962,54.30372951294223
1555619022,33.63660925126053
1555619082,12.646130096133604
1555619142,0.4561323485552885
1555619202,0.3972124946488599
1555619262,0.35926168916145373
1555619322,0.34386809500584226
1555619382,6.634653483825062
1555619442,30.148849417164353
1555619502,47.13221157219641
1555619562,61.280531665912264
1555619622,77.3931411007642
1555619682,66.58216261627355
1555619742,68.71634874635322
1555619802,75.25536252530817
1555619862,74.63148476289058
1555619922,75.38690946090556
1555619982,79.64292481630417
1555620042,77.54785507500658
1555620102,60.7768148486018
1555620162,46.244689025096214
1555620222,30.02143987536099
1555620282,11.391960927412562
1555620342,0.5431578947368421
1555620402,0.5052206130010104
1555620462,0.501045599360009
1555620522,0.3985713183027037
1555620582,0.4167938449232194
1555620642,15.528421052631577
1555620702,29.64662785924062
1555620762,35.50777522034469
1555620822,56.02057681038386
1555620882,68.28432972254096
1555620942,51.692087451711046
1555621002,52.446384459914654
1555621062,64.28348390492063
1555621122,58.68412649957718
1555621182,48.04294435478212
1555621242,56.98104865733544
1555621302,53.3354851838078
1555621362,53.32042146037493
1555621422,64.35676567077772
1555621482,83.30070244135212
1555621542,82.36416971942678
1555621602,82.31124958772796
1555621662,77.29516738537761
1555621722,75.33479989193779
1555621782,76.37796657156794
1555621842,84.02526315789474
1555621902,68.2620822734848
1555621962,53.435869729193065
1555622022,37.00975870120203
1555622082,16.708249512681398
1555622142,2.5220066452795598
1555622202,2.698151358106982
1555622562,97.30360297303604
1555622622,97.30360297303604
1555622682,99.99575806422291
1555622742,99.99666633329997
1555622802,78.4902166438866
1555622862,9.976
1555622922,9.976
1555623042,14.00753408888889
1555623102,18.62088377515364
1555623162,17.887926502562873
1555623222,21.357090909090907
1555623282,57.58240329876543
1555623342,43.451030186666664
1555623402,82.93412123041075
1555623462,99.43580531072813
1555623522,64.55426345185187
1555623582,20.588360038509958
1555623642,20.34180981332033
1555623702,16.28013052173608
1555623762,0.5529611137815734
1555623822,0.457547070505758
1555623882,20.461578404474043
1555623942,40.95906129051501
1555624002,61.36464115537653
1555624062,63.49752121788372
1555624122,70.48801880503808
1555624182,70.70810556674408
1555624242,68.2643050623851
1555624302,51.152280701754385
1555624362,51.21294746409234
1555624422,45.41945625780735
1555624482,41.40291410732572
1555624542,28.541924103741756
1555624602,62.25459958451298
1555624662,94.9341943635279
1555624722,99.32945250902661
1555624782,62.038666666666664
1555624842,60.99610111687598
1555624902,89.31914485091875
1555624962,98.39974457663928
1555625022,48.87850129991333
1555625082,62.24977777777777
1555625142,62.24977777777777
1555625202,51.196687481530354
1555625262,95.66993234707915
1555625322,98.13815415494092
1555625382,53.82314959077753
1555625442,73.00619481082344
1555625502,78.26120888088809
1555625562,50.15994288392105
1555625622,43.04671546164588
1555625682,22.356255899060713
1555625742,9.753896891180196
1555625802,32.99073258543671
1555625862,44.57463419103069
1555625922,45.88015358912287
1555625982,49.34721078518518
1555626042,19.968
1555626402,99.99843137254902
1555626462,14.984
1555626522,14.984
1555626582,84.92905196627432
1555626642,81.95214982921286
1555626702,6.941333333333333
1555626762,78.28826213787958
1555626822,85.4658182653205
1555626882,18.847509896649267
1555626942,18.506852321455778
1555627002,18.35707418970551
1555627062,4.198145152517869
1555627122,0.38316730586365283
1555627182,0.3354221196151768
1555627242,0.3635087719298245
1555627302,19.001235122389403
